date,kind,term,islands,new_7d,ranked,unique_players,plays
2026-09-26,word,impossible,739,3,5,649,692
2026-09-26,word,impostor,26,0,3,21237,31533
2026-09-26,word,infinite,1422,1,16,28098,40621
2026-09-26,word,infinite box,124,0,2,13331,21002
2026-09-26,word,infinite slide,47,0,3,1889,2734
2026-09-26,word,infinity,424,0,6,17306,24545
2026-09-26,word,insane,996,4,3,2234,2669
2026-09-26,word,into,66,0,3,6916,8287
2026-09-26,word,io,104,0,4,8658,12104
2026-09-26,word,iq,361,1,15,1712,1923
2026-09-26,word,iq escape,191,1,11,1602,1804
2026-09-26,word,ishowspeed,61,0,2,532,651
2026-09-26,word,island,3082,2,15,2422,2938
2026-09-26,word,island tycoon,92,1,4,598,765
2026-09-26,word,israel,38,2,3,227,494
2026-09-26,word,jackson,42,0,8,5894,6876
2026-09-26,word,jam,164,0,12,422,601
2026-09-26,word,japanese,99,0,3,1054,1389
2026-09-26,word,jujutsu,74,0,2,2003,2582
2026-09-26,word,jump,488,1,19,120395,236402
2026-09-26,word,jurassic,101,0,4,4305,5549
2026-09-26,word,just,295,1,2,265,289
2026-09-26,word,keyboard,197,2,10,83387,116518
2026-09-26,word,keyboard escape,31,1,4,54138,81390
2026-09-26,word,kick,54,0,4,26789,53666
2026-09-26,word,king,736,3,3,877,1955
2026-09-26,word,kingdom,142,0,3,214,276
2026-09-26,word,klombo,52,0,2,1701,2554
2026-09-26,word,knight,69,0,2,743,1165
2026-09-26,word,kpop,592,0,10,21704,29303
2026-09-26,word,kpop demon,134,0,4,6109,8029
2026-09-26,word,lab,161,1,7,9592,12308
2026-09-26,word,lake,131,0,4,2745,3340
2026-09-26,word,land,258,0,3,294,339
2026-09-26,word,laser,143,0,2,3028,3845
2026-09-26,word,last,674,6,9,500041,934453
2026-09-26,word,last storm,160,4,8,499868,934257
2026-09-26,word,late,732,3,6,95348,141050
2026-09-26,word,late game,673,2,6,95348,141050
2026-09-26,word,lategame,840,2,6,95348,141050
2026-09-26,word,lava,1095,0,7,8171,11951
2026-09-26,word,league,294,0,7,11933,16868
2026-09-26,word,legend,107,1,4,2097,3054
2026-09-26,word,legends,256,0,3,25643,34894
2026-09-26,word,level,2019,13,26,20034,23543
2026-09-26,word,level easy,163,1,2,630,797
2026-09-26,word,level escape,117,4,2,58,63
2026-09-26,word,level hard,93,1,4,4436,4819
2026-09-26,word,level obby,142,0,2,6116,7271
2026-09-26,word,level parkour,140,0,4,4944,6305
2026-09-26,word,leveling,40,0,3,2927,4552
2026-09-26,word,levels,2240,18,27,110601,141986
2026-09-26,word,levels باركور,41,1,6,35801,46678
2026-09-26,word,life,305,3,18,7392,12474
2026-09-26,word,like,75,1,2,21,24
2026-09-26,word,live,223,0,20,9225,10751
2026-09-26,word,live event,125,0,15,4315,5372
2026-09-26,word,loadout,144,2,2,19876,28803
2026-09-26,word,locker,43,0,2,400,672
2026-09-26,word,logo,496,0,5,1933,2182
2026-09-26,word,loot,433,1,3,3582,4300
2026-09-26,word,los,105,0,3,16163,18853
2026-09-26,word,lost,242,1,5,2250,3200
2026-09-26,word,lucky,517,0,24,61383,111106
2026-09-26,word,lucky block,189,0,15,30735,51173
2026-09-26,word,lucky blocks,51,0,3,1834,2594
2026-09-26,word,lucky pillars,33,0,2,1203,1518
2026-09-26,word,lvl,224,1,2,4927,5891
2026-09-26,word,mafia,41,1,3,3443,4956
2026-09-26,word,mall,298,0,3,88881,103120
2026-09-26,word,mansion,389,0,4,3850,4481
2026-09-26,word,mansion tycoon,75,0,2,766,993
2026-09-26,word,map,6816,10,13,80443,129132
2026-09-26,word,map edit,287,0,2,13356,19805
2026-09-26,word,map pumps,122,1,3,58622,96042
2026-09-26,word,martoz,58,0,4,91294,139848
2026-09-26,word,master,141,2,2,1373,1695
2026-09-26,word,masters,48,0,3,4410,6306
2026-09-26,word,mayhem,421,0,2,1608,1918
2026-09-26,word,maze,747,3,2,0,0
2026-09-26,word,mc,232,60,7,4177,4773
2026-09-26,word,mc jackson,30,0,6,4165,4758
2026-09-26,word,mechanics,186,2,9,166154,283888
2026-09-26,word,mechanics training,77,1,3,130984,228297
2026-09-26,word,mega,3337,10,28,303343,466566
2026-09-26,word,mega city,133,0,3,170,208
2026-09-26,word,mega parkour,51,0,2,532,625
2026-09-26,word,mega ramp,848,4,9,4313,4880
2026-09-26,word,meme,1235,2,10,18586,22318
2026-09-26,word,meme pillars,65,0,2,3030,4126
2026-09-26,word,memes,173,0,2,5349,7160
2026-09-26,word,merge,38,0,7,6919,10720
2026-09-26,word,meta,66,0,3,1895,2415
2026-09-26,word,mexico,56,0,2,47,50
2026-09-26,word,mic,98,0,2,41608,147607
2026-09-26,word,midnight,150,0,3,1612,1888
2026-09-26,word,military,164,1,8,9590,12991
2026-09-26,word,mine,87,0,2,93,122
2026-09-26,word,minecraft,315,1,6,5653,6875
2026-09-26,word,miner,44,0,3,3438,8631
2026-09-26,word,mini,1261,2,7,3938,4534
2026-09-26,word,mini games,107,0,3,83,130
2026-09-26,word,minigame,455,0,6,138464,164866
2026-09-26,word,minigames,514,1,12,157012,190202
2026-09-26,word,mining,47,1,2,967,1109
2026-09-26,word,mission,103,1,3,85,121
2026-09-26,word,mix,82,0,2,294,381
2026-09-26,word,money,67,1,2,11848,13267
2026-09-26,word,monkey,106,2,2,1565,2037
2026-09-26,word,monster,209,0,5,581,704
2026-09-26,word,monsters,47,0,2,873,1102
2026-09-26,word,moon,206,1,2,219,260
2026-09-26,word,motel,27,0,3,74,89
2026-09-26,word,moto,106,0,7,5731,6678
2026-09-26,word,motocross,70,0,4,579,643
2026-09-26,word,mountain,341,0,5,1443,2188
2026-09-26,word,murder,173,0,6,131040,375709
2026-09-26,word,murder mystery,87,0,2,125384,354934
2026-09-26,word,muscle,29,0,3,1722,2272
2026-09-26,word,music,1482,0,26,13335,18139
2026-09-26,word,music 1v1,364,0,4,232,294
2026-09-26,word,mx,39,0,2,1263,1960
2026-09-26,word,mystery,238,0,3,125736,355633
2026-09-26,word,mythic,594,0,3,2021,2311
2026-09-26,word,naruto,77,0,2,133,144
2026-09-26,word,natural,42,0,2,1988,2120
2026-09-26,word,neo,201,0,2,509,689
2026-09-26,word,neon,440,1,3,1694,2458
2026-09-26,word,new,3864,3,26,32548,51295
2026-09-26,word,new city,112,0,2,15,17
2026-09-26,word,new combat,46,0,2,9824,13557
2026-09-26,word,new weapons,563,0,2,7580,17802
2026-09-26,word,night,614,1,9,10208,13302
2026-09-26,word,night shift,27,0,3,9254,12186
2026-09-26,word,nightmare,167,0,5,2407,2956
2026-09-26,word,nights,145,0,7,32657,39846
2026-09-26,word,ninja,271,1,2,2003,2375
2026-09-26,word,nite,102,0,2,1109,1900
2026-09-26,word,not,149,0,2,208,309
2026-09-26,word,nuke,121,0,2,2220,3032
2026-09-26,word,obby,1505,3,17,29984,34818
2026-09-26,word,obby parkour,535,2,9,15528,18047
2026-09-26,word,off,201,1,2,11788,14199
2026-09-26,word,og,4416,5,12,16405,20456
2026-09-26,word,old,253,0,2,300,325
2026-09-26,word,omega,87,0,4,2175,2455
2026-09-26,word,one,7944,13,18,109223,145152
2026-09-26,word,one block,30,0,2,483,561
2026-09-26,word,one shot,6986,12,10,104836,139324
2026-09-26,word,oneshot,7654,12,10,104836,139324
2026-09-26,word,online,29,0,2,46,54
2026-09-26,word,only,3569,2,22,130703,176240
2026-09-26,word,only up,1069,1,21,130664,176193
2026-09-26,word,onlyup,1519,3,24,131521,177256
2026-09-26,word,op,432,0,15,27343,33906
2026-09-26,word,open,418,3,7,7229,10383
2026-09-26,word,open world,269,2,3,6759,9782
2026-09-26,word,operation,131,1,2,942,1139
2026-09-26,word,or,570,3,11,62498,85448
2026-09-26,word,or die,178,0,9,58919,81055
2026-09-26,word,order,56,0,3,349,406
2026-09-26,word,pack,27,0,3,2920,4908
2026-09-26,word,pandvil,58,0,4,198437,431664
2026-09-26,word,panic,56,0,4,262,313
2026-09-26,word,paradise,512,1,4,29880,39892
2026-09-26,word,park,549,0,5,6471,7543
2026-09-26,word,parkour,7244,28,89,325275,404539
2026-09-26,word,parkour deathrun,297,4,13,122640,150880
2026-09-26,word,parkour hard,81,2,6,8611,10296
2026-09-26,word,parkour levels,790,5,15,92729,121208
2026-09-26,word,parkour obby,68,0,2,2055,2322
2026-09-26,word,parkour باركور,41,1,2,911,1019
2026-09-26,word,part,189,0,3,385,435
2026-09-26,word,party,2357,11,107,114659,325623
2026-09-26,word,party royal,418,4,22,5143,13039
2026-09-26,word,party royale,985,3,52,80919,248380
2026-09-26,word,per,40,1,2,2561,2821
2026-09-26,word,perfect,94,0,2,684,1103
2026-09-26,word,pet,117,3,7,26945,33181
2026-09-26,word,pets,51,0,2,874,1880
2026-09-26,word,phonk,47,0,2,6741,8951
2026-09-26,word,photo,43,0,2,2154,3281
2026-09-26,word,piece,1354,3,30,1522591,3195055
2026-09-26,word,piece 1v1,68,0,5,153832,223688
2026-09-26,word,piece control,756,2,6,1285714,2843792
2026-09-26,word,piece practice,41,0,3,29948,48008
2026-09-26,word,pilars,124,0,8,15031,21110
2026-09-26,word,pilars pilers,35,0,3,1760,2025
2026-09-26,word,pilers,78,0,8,16218,22640
2026-09-26,word,pilers pilars,27,0,3,2928,3891
2026-09-26,word,pillars,3201,11,73,1395471,2106255
2026-09-26,word,pillars new,36,0,2,116,171
2026-09-26,word,pillars pilers,27,0,3,2928,3891
2026-09-26,word,pillars pillers,38,0,4,5165,6366
2026-09-26,word,pillers,134,0,9,17357,24087
2026-09-26,word,pillers pilars,48,0,2,2765,3293
2026-09-26,word,pit,3687,2,5,337165,491082
2026-09-26,word,pizza,161,0,2,196,232
2026-09-26,word,place,91,0,2,4559,10685
2026-09-26,word,plane,87,0,3,718,937
2026-09-26,word,play,210,1,3,1586,2332
2026-09-26,word,player,1301,0,2,5667,7230
2026-09-26,word,players,1774,1,10,31591,51467
2026-09-26,word,playground,298,0,6,12848,16220
2026-09-26,word,playtime,48,2,8,3434,3858
2026-09-26,word,police,65,0,2,389,562
2026-09-26,word,poppy,69,2,10,6501,7690
2026-09-26,word,poppy playtime,26,2,6,3219,3607
2026-09-26,word,power,415,0,4,1653,2014
2026-09-26,word,practice,2279,5,23,308446,477380
2026-09-26,word,practice aim,56,0,5,28550,43577
2026-09-26,word,prime,180,1,2,1480,2177
2026-09-26,word,prison,795,0,20,38191,53894
2026-09-26,word,prison escape,100,0,4,17313,25174
2026-09-26,word,pro,2052,4,21,169859,293558
2026-09-26,word,pro zone,102,0,2,83224,132821
2026-09-26,word,project,154,0,2,67,99
2026-09-26,word,prop,2668,7,7,94499,109433
2026-09-26,word,prop hunt,2599,7,7,94499,109433
2026-09-26,word,prophunt,2776,7,7,94499,109433
2026-09-26,word,protocol,42,0,2,115,159
2026-09-26,word,proximity,212,0,3,51200,167701
2026-09-26,word,proximity chat,184,0,3,51200,167701
2026-09-26,word,pt,28,0,2,605,760
2026-09-26,word,pump,1639,2,4,16966,35016
2026-09-26,word,pumps,1100,1,14,161072,284923
2026-09-26,word,pursuit,35,0,2,6276,8493
2026-09-26,word,pve,132,0,2,547,749
2026-09-26,word,pvp,11226,12,24,988193,1440356
2026-09-26,word,pvp box,208,1,2,29960,40841
2026-09-26,word,queen,42,0,2,1456,1745
2026-09-26,word,quest,110,0,2,60,79
2026-09-26,word,race,1455,6,13,4527,7718
2026-09-26,word,racing,598,3,17,2797,3241
2026-09-26,word,raft,63,0,3,4977,6866
2026-09-26,word,raft tycoon,25,0,2,4914,6779
2026-09-26,word,rage,128,1,2,69,80
2026-09-26,word,raiders,34,0,2,316,350
2026-09-26,word,rails,27,0,2,332,410
2026-09-26,word,rainbow,314,1,5,18088,23509
2026-09-26,word,ramp,1757,11,25,71698,85809
2026-09-26,word,ramp jump,53,0,5,5573,7241
2026-09-26,word,ramp survival,46,0,2,3876,4305
2026-09-26,word,rampage,70,0,2,55,69
2026-09-26,word,ranked,2931,1,10,179255,264832
2026-09-26,word,rap,60,0,6,287,328
2026-09-26,word,rapid,428,1,7,110046,211808
2026-09-26,word,rasf,140,0,3,17761,25390
2026-09-26,word,real,329,4,13,17062,24355
2026-09-26,word,realistic,1567,4,14,426313,681831
2026-09-26,word,realistic pvp,181,1,3,15313,19422
2026-09-26,word,realistic reload,55,0,2,27136,43817
2026-09-26,word,realistics,1029,0,17,497291,807595
2026-09-26,word,realistics 1v1,132,0,4,45276,93095
2026-09-26,word,red,16388,42,12,803384,1159301
2026-09-26,word,red blue,15061,40,9,782031,1128144
2026-09-26,word,reimagined,41,0,2,8209,9856
2026-09-26,word,relax,125,0,3,1229,1656
2026-09-26,word,reload,3688,3,35,639551,925004
2026-09-26,word,reload 1v1,279,0,3,13825,20798
2026-09-26,word,reload ffa,240,0,3,10865,16651
2026-09-26,word,remake,124,2,4,48039,65079
2026-09-26,word,remix,229,0,4,2453,3099
2026-09-26,word,respawn,258,0,2,1074,1335
2026-09-26,word,rewind,28,0,3,10005,13070
2026-09-26,word,rex,49,1,4,632,804
2026-09-26,word,rezon,78,0,2,314704,717187
2026-09-26,word,ride,94,2,3,1244,1828
2026-09-26,word,riders,50,0,4,1105,1328
2026-09-26,word,rides,177,0,6,29108,45580
2026-09-26,word,rng,91,0,3,332,402
2026-09-26,word,road,535,2,8,22186,28802
2026-09-26,word,robot,64,0,2,179,214
2026-09-26,word,rocket,549,1,8,4063,5468
2026-09-26,word,rocket league,76,0,2,611,700
2026-09-26,word,rockets,366,1,5,28643,36366
2026-09-26,word,rockets cars,213,1,3,28494,36196
2026-09-26,word,rogue,58,0,6,419,507
2026-09-26,word,roguelike,523,2,161,190660,266661
2026-09-26,word,roleplay,265,0,5,9014,11721
2026-09-26,word,roll,35,1,2,11541,12931
2026-09-26,word,room,2351,10,99,27435,38325
2026-09-26,word,room levels,45,0,4,1455,1643
2026-09-26,word,rooms,204,0,2,49,55
2026-09-26,word,rot,103,0,2,22198,47738
2026-09-26,word,royal,1013,4,22,5143,13039
2026-09-26,word,royale,4258,8,69,149394,340392
2026-09-26,word,rp,1503,18,43,61463,98172
2026-09-26,word,rp og,31,0,2,113,175
2026-09-26,word,rpg,158,0,3,1121,1468
2026-09-26,word,run,1345,5,11,114856,154119
2026-09-26,word,run obby,27,0,2,8680,10249
2026-09-26,word,runners,275,1,2,1080,1316
2026-09-26,word,rush,727,4,7,539,685
2026-09-26,word,rvb,1005,13,2,48500,60662
2026-09-26,word,rvb red,310,4,2,48500,60662
2026-09-26,word,s2,166,1,3,6712,10910
2026-09-26,word,samurai,138,0,2,4051,6600
2026-09-26,word,save,133,0,4,1042,1249
2026-09-26,word,says,132,0,2,180,213
2026-09-26,word,scary,142,1,7,16670,21746
2026-09-26,word,school,280,0,10,9691,14299
2026-09-26,word,scott,73,0,6,3679,4025
2026-09-26,word,scp,56,0,6,1254,1485
2026-09-26,word,scream,34,2,3,113995,154430
2026-09-26,word,scrims,1054,3,17,148324,228090
2026-09-26,word,scrims ranked,31,0,2,34620,50474
2026-09-26,word,scrims سكرمز,87,0,3,4503,7124
2026-09-26,word,season,1511,2,2,5154,6619
2026-09-26,word,secret,434,1,4,5979,8562
2026-09-26,word,secret 1v1,47,0,2,2896,4015
2026-09-26,word,seek,850,3,13,63657,75271
2026-09-26,word,seven,133,1,4,3826,13233
2026-09-26,word,shadow,334,2,5,8874,15567
2026-09-26,word,shadow rp,39,1,2,1502,2883
2026-09-26,word,shift,79,0,5,67133,85214
2026-09-26,word,shinobi,28,0,2,2783,3843
2026-09-26,word,shoot,224,2,2,3286,4316
2026-09-26,word,shop,80,0,2,585,689
2026-09-26,word,shot,7355,14,13,107346,142370
2026-09-26,word,shot parkour,74,1,3,2510,3046
2026-09-26,word,show,839,0,14,21470,34145
2026-09-26,word,show players,25,0,2,3068,3887
2026-09-26,word,showdown,658,2,2,427,589
2026-09-26,word,sidekick,71,0,7,2554,5029
2026-09-26,word,sidekicks,40,0,2,1156,1280
2026-09-26,word,siege,131,0,3,4012,4945
2026-09-26,word,simulator,642,1,12,11364,17409
2026-09-26,word,skate,64,0,2,2440,2918
2026-09-26,word,skibidi,315,0,2,220,260
2026-09-26,word,skibidi toilet,114,0,2,220,260
2026-09-26,word,skin,230,0,2,965,1278
2026-09-26,word,skins,185,1,6,27586,35734
2026-09-26,word,sky,762,0,7,3606,10706
2026-09-26,word,sky wars,109,0,2,1115,1486
2026-09-26,word,skywars,263,0,2,1115,1486
2026-09-26,word,slap,83,1,3,7982,11456
2026-09-26,word,slayer,78,0,2,496,660
2026-09-26,word,sleep,60,0,3,1411,2324
2026-09-26,word,slide,808,1,31,14342,21262
2026-09-26,word,slide chill,240,0,14,8256,12939
2026-09-26,word,sniper,2994,8,9,178149,238735
2026-09-26,word,sniper one,999,2,2,63324,84566
2026-09-26,word,soccer,265,2,10,17888,31243
2026-09-26,word,soccer football,36,0,3,12184,22706
2026-09-26,word,solo,2258,3,18,229619,353034
2026-09-26,word,solo cup,108,0,2,92588,145553
2026-09-26,word,solo endgame,82,0,2,1064,1676
2026-09-26,word,solo leveling,37,0,2,245,312
2026-09-26,word,solo scrims,193,0,4,122861,185980
2026-09-26,word,solos,159,0,3,6080,9119
2026-09-26,word,song,183,0,29,16673,18600
2026-09-26,word,songs,308,0,17,8356,11747
2026-09-26,word,sonic,67,0,6,2357,2732
2026-09-26,word,space,898,1,6,2656,3914
2026-09-26,word,spawn,64,0,2,4269,6428
2026-09-26,word,speed,1361,11,21,462583,709605
2026-09-26,word,speed keyboard,28,0,5,70381,100728
2026-09-26,word,speed run,170,1,2,399,449
2026-09-26,word,speedrun,333,4,6,4054,4794
2026-09-26,word,spider,136,1,4,3360,3871
2026-09-26,word,spiders,197,60,1,12,15
2026-09-26,word,spiders city,181,58,1,12,15
2026-09-26,word,spleef,135,0,2,232,268
2026-09-26,word,spooky,326,0,2,69,78
2026-09-26,word,sprite,144,2,12,262027,365261
2026-09-26,word,sprites,63,1,7,15626,49842
2026-09-26,word,squad,304,1,8,6807,9668
2026-09-26,word,squid,781,3,9,77380,146740
2026-09-26,word,squid game,409,1,9,77380,146740
2026-09-26,word,squishy,27,0,3,5351,6765
2026-09-26,word,stadium,207,2,3,306,361
2026-09-26,word,stage,80,0,4,487,597
2026-09-26,word,star,1289,3,49,257283,488839
2026-09-26,word,star wars,965,3,43,255289,486638
2026-09-26,word,starwars,1031,3,43,255289,486638
2026-09-26,word,steal,593,4,13,423794,1537385
2026-09-26,word,storm,570,4,12,511114,952566
2026-09-26,word,story,108,0,5,750,951
2026-09-26,word,stranger,157,0,7,1579,2171
2026-09-26,word,stranger things,119,0,6,1245,1539
2026-09-26,word,streamer,115,0,3,177,249
2026-09-26,word,street,169,1,2,700,792
2026-09-26,word,studio,139,1,4,2484,3718
2026-09-26,word,stunt,39,0,3,626,698
2026-09-26,word,summer,1027,0,10,23900,31331
2026-09-26,word,summit,52,0,2,66,86
2026-09-26,word,super,5349,14,35,484461,706270
2026-09-26,word,super 1v1,213,0,4,11523,16868
2026-09-26,word,super 1v1v1,73,0,2,6212,9686
2026-09-26,word,super pillars,87,0,3,219251,347721
2026-09-26,word,super ramp,143,3,2,42473,51369
2026-09-26,word,superhero,210,0,4,310,411
2026-09-26,word,supermarket,76,0,5,89849,104568
2026-09-26,word,survival,1207,2,73,85489,106808
2026-09-26,word,survival horror,27,0,3,282,349
2026-09-26,word,survive,465,0,15,10702,15088
2026-09-26,word,survivors,65,0,2,9,10
2026-09-26,word,switch,519,0,5,2165,3102
2026-09-26,word,tag,264,0,7,28552,42604
2026-09-26,word,tank,115,0,2,50964,66794
2026-09-26,word,tatooine,58,0,2,20,20
2026-09-26,word,team,1382,2,3,6419,7349
2026-09-26,word,test,397,0,14,503,589
2026-09-26,word,theme,87,0,2,106,116
2026-09-26,word,things,135,0,7,1352,1659
2026-09-26,word,tiktok,382,0,4,21224,28043
2026-09-26,word,tilted,5092,8,11,489407,638773
2026-09-26,word,tilted zero,26,0,2,334,427
2026-09-26,word,tilted zone,748,3,7,486057,634415
2026-09-26,word,time,344,0,4,1592,1910
2026-09-26,word,tmnt,1005,3,6,1767,2206
2026-09-26,word,together,68,0,3,1196,1342
2026-09-26,word,toilet,175,1,2,220,260
2026-09-26,word,tokyo,144,0,3,19,19
2026-09-26,word,top,336,1,4,1335,2059
2026-09-26,word,tour,83,1,4,112,141
2026-09-26,word,tournament,229,0,3,6443,10123
2026-09-26,word,tower,988,4,17,28843,40175
2026-09-26,word,tower defense,54,1,4,9364,13330
2026-09-26,word,tower tycoon,47,1,5,11043,16495
2026-09-26,word,town,594,0,9,21414,55688
2026-09-26,word,toy,125,1,3,7702,10713
2026-09-26,word,training,1630,2,21,186515,310895
2026-09-26,word,training practice,30,0,3,22911,36086
2026-09-26,word,trap,127,0,4,3323,3959
2026-09-26,word,travis,96,0,8,3692,4047
2026-09-26,word,travis scott,72,0,6,3679,4025
2026-09-26,word,treasure,80,0,2,214,344
2026-09-26,word,trick,167,2,4,2568,3111
2026-09-26,word,trick shot,109,1,3,2510,3046
2026-09-26,word,trickshot,1107,20,6,5417,6625
2026-09-26,word,trickshot parkour,494,6,3,2907,3579
2026-09-26,word,trio,342,1,15,36236,45863
2026-09-26,word,trio escape,36,0,9,2859,3449
2026-09-26,word,trio zone,58,1,2,18830,24231
2026-09-26,word,troll,229,2,3,2621,2946
2026-09-26,word,truck,74,0,2,7270,9779
2026-09-26,word,try,68,0,2,52,59
2026-09-26,word,tsunami,227,1,3,8406,14852
2026-09-26,word,tsunami brainrots,46,0,2,4198,9581
2026-09-26,word,tu,61,1,2,425,769
2026-09-26,word,tung,295,0,3,294,331
2026-09-26,word,tung tung,127,0,3,294,331
2026-09-26,word,turtle,463,1,2,27259,43010
2026-09-26,word,twdu,217,0,4,402,466
2026-09-26,word,two,99,0,3,992,1088
2026-09-26,word,tycoon,4011,8,128,479751,802273
2026-09-26,word,tycoon co,164,0,7,4049,4693
2026-09-26,word,tycoon new,62,0,3,6128,7573
2026-09-26,word,ultimate,2522,5,10,10992,16169
2026-09-26,word,ultra,1034,2,3,11580,17500
2026-09-26,word,ultra 1v1,70,0,2,10962,16765
2026-09-26,word,unc,722,2,6,39185,59486
2026-09-26,word,underworld,92,0,2,81,120
2026-09-26,word,universe,94,0,4,1154,1502
2026-09-26,word,unreal,211,1,3,5463,6425
2026-09-26,word,up,2011,5,30,392362,1939622
2026-09-26,word,up chapter,32,0,3,17817,23313
2026-09-26,word,update,766,1,7,3784,6578
2026-09-26,word,us,139,0,2,537,657
2026-09-26,word,v1,602,2,5,5928,10110
2026-09-26,word,v2,745,3,7,2825,4133
2026-09-26,word,v3,153,0,2,2883,4053
2026-09-26,word,v4,60,0,2,2622,3709
2026-09-26,word,vader,28,0,2,1585,2025
2026-09-26,word,vault,191,0,3,2686,3640
2026-09-26,word,vehicles,433,1,9,37876,58451
2026-09-26,word,verity,46,0,10,38797,48110
2026-09-26,word,version,212,0,2,155,222
2026-09-26,word,vi,78,0,4,1908,2288
2026-09-26,word,vibe,120,0,3,8685,20035
2026-09-26,word,video,33,0,3,1507,2265
2026-09-26,word,walking,46,0,2,45,52
2026-09-26,word,walls,61,0,3,1299,1491
2026-09-26,word,warmup,613,0,4,7801,10577
2026-09-26,word,wars,14849,28,125,1900809,2974688
2026-09-26,word,wars 1v1,261,1,6,109560,178633
2026-09-26,word,wars all,80,0,3,14070,18291
2026-09-26,word,wars duo,93,0,3,25972,38051
2026-09-26,word,wars endgame,51,0,4,177104,266594
2026-09-26,word,wars pvp,62,0,2,7422,13530
2026-09-26,word,wars solo,182,0,2,5672,7416
2026-09-26,word,wasteland,135,0,2,974,1307
2026-09-26,word,weapons,3654,0,10,26035,42880
2026-09-26,word,wild,425,0,2,60813,81713
2026-09-26,word,winter,1371,1,3,29308,37857
2026-09-26,word,winterfest,116,0,2,85,175
2026-09-26,word,wizard,32,0,2,344,426
2026-09-26,word,world,1419,10,22,128842,160314
2026-09-26,word,worlds,101,0,3,483,555
2026-09-26,word,wuggy,35,1,3,530,592
2026-09-26,word,you,359,0,3,824,948
2026-09-26,word,youtuber,82,0,2,4440,5959
2026-09-26,word,zb,429,1,4,1637,2763
2026-09-26,word,zero,3273,4,23,73326,146397
2026-09-26,word,zero build,2545,2,23,73326,146397
2026-09-26,word,zerobuild,2720,2,23,73326,146397
2026-09-26,word,zombie,1566,4,39,54405,74313
2026-09-26,word,zombie city,66,0,4,854,1030
2026-09-26,word,zombie escape,38,0,2,13151,19278
2026-09-26,word,zombie farm,35,0,2,6558,8166
2026-09-26,word,zombie island,53,0,2,930,1041
2026-09-26,word,zombie tycoon,29,0,2,666,810
2026-09-26,word,zombieland,49,0,2,468,561
2026-09-26,word,zombies,744,0,15,12565,16116
2026-09-26,word,zone,11352,23,55,1437704,2118782
2026-09-26,word,zone wars,9836,20,52,1430246,2107588
2026-09-26,word,zonewars,14266,24,56,1431377,2109111
2026-09-26,word,zoo,58,0,4,2855,3354
2026-09-26,word,العاصفه,47,0,8,499868,934257
2026-09-26,word,العرب,43,0,3,7843,11220
2026-09-26,word,المعرقين,132,0,4,121472,192662
2026-09-26,word,باركور,518,12,44,236518,291326
2026-09-26,word,باركور صعب,84,1,7,36791,47894
2026-09-26,word,باركور مرحلة,26,1,2,1538,1755
2026-09-26,word,بالبناء,302,0,2,1128,1598
2026-09-26,word,تحدي,44,0,4,5399,7010
2026-09-26,word,حرب,206,1,3,14857,23705
2026-09-26,word,دو,32,0,3,48259,79526
2026-09-26,word,ريلود,32,0,3,27818,44826
2026-09-26,word,سكرمز,857,1,29,725777,1292290
2026-09-26,word,سكرمز العاصفه,37,0,7,495408,927407
2026-09-26,word,سكرمز المعرقين,41,0,2,111911,169030
2026-09-26,word,صعب,100,1,8,40483,52183
2026-09-26,word,فايت,133,0,2,6709,9393
2026-09-26,word,فلسطين,49,0,2,48075,77140
2026-09-26,word,كل,32,0,2,1767,2586
2026-09-26,word,ماب,344,2,8,13449,28732
2026-09-26,word,ماب باركور,37,2,5,1891,2108
2026-09-26,word,مرحلة,43,1,5,2445,2787
2026-09-26,word,高性能,76,0,2,56007,104075
2026-09-26,word,高性能 1v1,30,0,2,56007,104075
